taz_key,county,district,neighborhood,Shape_Length,Shape_Area
849,ala,Central Alameda Unincorporated,Castro Valley HS,4973.97591,1318332.963
850,ala,Central Alameda Unincorporated,Redwood HS,7064.777657,2361360.241
851,ala,Central Alameda Unincorporated,Lake Chabot,13329.8669,3601480.458
852,ala,Central Alameda Unincorporated,Stanton,7360.672237,2266303.142
853,ala,Central Alameda Unincorporated,El Portal Ridge,10462.72186,2617365.79
854,ala,Central Alameda Unincorporated,Ashland N,3729.215536,813224.2159
855,ala,Central Alameda Unincorporated,Ashland S,5945.07034,1196895.848
856,ala,Central Alameda Unincorporated,Bayfair BART,6861.784192,1494446.167
857,ala,Central Alameda Unincorporated,San Lorenzo HS,8107.440416,1322507.77
858,ala,San Leandro,Lewelling Playground,7040.210809,1480180.533
859,ala,San Leandro,Stenzel Park,5350.673921,1229727.501
860,ala,San Leandro,Heron Bay,14755.97188,5342592.675
861,ala,San Leandro,Kaiser,8544.697016,2582752.205
862,ala,San Leandro,Bradrick,10732.07011,3248778.632
863,ala,San Leandro,Bayfair Center,6191.002611,1519396.841
864,ala,San Leandro,SL Hospital,7326.353223,1756035.397
865,ala,San Leandro,Upper Bal,5982.944949,1287730.896
866,ala,San Leandro,Fairmont Ridge,10923.32944,3698209.69
867,ala,San Leandro,Estudillo and Morgan,3981.491564,812817.3643
868,ala,San Leandro,Victoria Pk E,5553.196142,1082963.871
869,ala,San Leandro,Victoria Pk W,4251.962358,1025336.55
870,ala,San Leandro,Siempre Verde Pk,4801.246585,1067603.274
871,ala,San Leandro,Downtown,6450.759258,1671874.529
872,ala,San Leandro,Thrasher Pk,6585.746956,2174141.708
873,ala,San Leandro,Mulford Gardens,18389.12276,6393543.775
874,ala,OAK,Oakland Airport,19207.00822,10376213.02
875,ala,OAK,Coliseum,23127.85815,6321991.383
876,ala,OAK,Brookfield Village,3159.597907,488518.1025
877,ala,OAK,Sobrante Park,3980.848052,722630.8425
878,ala,East Oakland,North Stonehurst,4501.033079,1023555.871
879,ala,East Oakland,Durant Manor and Neywood,3475.279867,716975.6014
880,ala,East Oakland,Cox,3154.734102,586009.4364
881,ala,East Oakland,Las Palmas,4302.004958,591839.5701
882,ala,East Oakland,Foothill Square,4589.906967,755761.8002
883,ala,Oakland Hills,Knowland Park,13056.46895,6933233.216
884,ala,Oakland Hills,Sequoyah,12144.98991,4509272.618
885,ala,Oakland Hills,Merritt College,17666.96441,8643806.351
886,ala,East Oakland,Eastmont Hills,6917.243233,1518152.505
887,ala,East Oakland,Toler Heights and Golf Links,7474.829309,1767019.995
888,ala,East Oakland,Castlemont,3950.772866,816353.2772
889,ala,East Oakland,Eastmont,3060.711144,528145.3112
890,ala,East Oakland,Arroyo Viejo,3814.447416,847122.1872
891,ala,East Oakland,Webster,3740.204992,762109.2094
892,ala,East Oakland,Highland and Elmhurst Park,5060.548511,1247411.254
893,ala,East Oakland,Woodland,4475.44353,827248.3003
894,ala,East Oakland,Fitchburg,4774.675997,801472.532
895,ala,East Oakland,BART Coliseum OAK Station,5254.030964,1187892.375
896,ala,OAK,Coliseum Way,8764.433892,2372921.638
897,ala,East Oakland,Fremont,3393.990599,521129.7263
898,ala,East Oakland,Seminary and Frick,3171.006303,494175.5848
899,ala,East Oakland,Seminary and Frick,5089.7739,1134764.772
900,ala,East Oakland,"Hegenberger, Havenscourt, and Eastmont Mall",5207.221285,1068022.711
901,ala,East Oakland,Millsmont,4151.987187,912487.2383
902,ala,MacArthur Blvd,Mills College,6418.060733,1222883.261
903,ala,East Oakland,Maxwell Park,3849.812027,916164.9759
904,ala,East Oakland,Fairfax,4855.040468,1023858.683
905,ala,Fruitvale,Allendale and Jefferson,4033.768924,1031604.564
906,ala,MacArthur Blvd,Laurel,3843.487552,872452.4564
907,ala,MacArthur Blvd,MacArthur at the 13,7153.857332,1149672.225
908,ala,MacArthur Blvd,Upper Laurel,4598.673275,863937.3009
909,ala,MacArthur Blvd,Redwood Heights,6964.694424,899873.987
910,ala,MacArthur Blvd,Upper Dimond,6588.769643,1674435.993
911,ala,Oakland Hills,Woodminster,6983.155688,1908198.276
912,ala,Oakland Hills,Joaquin Miller,11751.59446,4900074.515
913,ala,Oakland Hills,Montclair E,9131.739983,3067304.708
914,ala,Oakland Hills,Broadway Terrace E,12219.706,4105720.918
915,ala,Oakland Hills,Lake Temescal,7076.180278,1827681.799
916,ala,Oakland Hills,Broadway Terrace W,8044.916202,2761389.071
917,ala,Piedmont,Piedmont W,5322.754415,1355041.942
918,ala,Piedmont,Piedmont E,8527.113315,2989925.232
919,ala,Oakland Hills,Montclair W,4634.643856,1107069.057
920,ala,Oakland Hills,Dimond Canyon,4998.808418,1205626.428
921,ala,MacArthur Blvd,Oakmore,3788.450284,625217.3907
922,ala,MacArthur Blvd,Glenview,5154.504101,1011504.162
923,ala,MacArthur Blvd,Dimond,4533.505112,1171829.576
924,ala,Fruitvale,Hacienda,3894.193826,748197.154
925,ala,Fruitvale,St Elizabeth,3730.713389,717263.2462
926,ala,Fruitvale,Fruitvale Station and Waterfront,6514.251185,1843373.893
927,ala,Fruitvale,Hawthorne,2704.863433,391212.788
928,ala,Fruitvale,Oak Tree,2820.502823,409562.4319
929,ala,Fruitvale,Sausal Creek,2874.307168,482287.945
930,ala,MacArthur Blvd,Meadowbrook,3049.040525,562505.6173
931,ala,MacArthur Blvd,Highlland Park,3451.467225,543242.3271
932,ala,Oakland Eastlake,14th and 24th,3610.897379,520953.4395
933,ala,Oakland Eastlake,San Antonio,4086.306136,937447.3577
934,ala,Oakland Eastlake,Clinton,3361.692831,596415.8874
935,ala,Oakland Eastlake,Park Blvd Plaza,2975.83377,411437.6805
936,ala,MacArthur Blvd,Bella Vista,2852.72489,428478.6758
937,ala,Lake Merritt,Trestlle Glen South,6765.526686,808395.3169
938,ala,Lake Merritt,Trestlle Glen North,5254.978746,1260888.466
939,ala,Lake Merritt,Grand Lake East,4117.275544,649509.7567
940,ala,Lake Merritt,Grand Lake West,2974.61285,509800.0319
941,ala,Lake Merritt,Adams Point North,3706.285219,385467.1172
942,ala,Lake Merritt,Adams Point South,4228.634347,379991.2515
943,ala,Lake Merritt,Cleveland Heights,4075.704984,851363.2065
944,ala,Lake Merritt,Merritt,3495.278399,430289.4997
945,ala,Lake Merritt,Gold Coast,5518.453112,1265350.543
946,ala,Oakland Waterfront,Regional Agencies and Laney College,4504.719445,924432.0838
947,ala,Oakland Waterfront,Brooklyn Basin Waterfront,12154.05296,2104782.987
948,ala,Alameda City,Hibbardsville,8164.640237,1318432.315
949,ala,Alameda City,Marina,4848.683887,1024741.131
950,ala,Alameda City,East End North,4698.176805,982989.5762
951,ala,Alameda City,East End South,5912.772485,1403161.189
952,ala,Alameda City,South,10965.02665,4532873.283
953,ala,Alameda City,North,6308.599868,2224187.511
954,ala,Alameda City,Alameda Town Center,4323.101492,846407.6962
955,ala,Alameda City,Encinal Ave,3077.89208,523653.5528
956,ala,Alameda City,Central-Encinal Curve,3633.71483,833302.9124
957,ala,Alameda City,South Shore Central,3845.905207,677361.001
958,ala,Alameda City,South Shore West,5362.635991,975746.2057
959,ala,Alameda City,Central Avel,4187.795312,834579.9343
960,ala,Alameda City,Marina Village and Fortmann Basin,9559.03967,1931668.521
961,ala,Alameda City,Bayport and College of Alameda,6462.437645,1870945.691
962,ala,Alameda City,Woodstock,3498.345681,570984.9644
963,ala,Alameda City,West End,7548.275959,1000256.283
964,ala,Alameda City,Alameda Point,15443.15798,5888497.895
965,ala,West Oakland,Mid and South Prescott,15238.38579,4182929.108
966,ala,West Oakland,Inner,7210.459578,1253763.362
967,ala,Oakland Waterfront,Jack London Square and Warehose District,3845.079939,523381.4831
968,ala,Oakland CBD,12th Street East,2413.962199,341156.5261
969,ala,Oakland CBD,12th Street West,2346.577736,328386.0535
970,ala,Oakland CBD,19th Street West,2733.848077,401242.6209
971,ala,Oakland CBD,19th Street East,3247.339181,377859.9151
972,ala,Oakland CBD,Harrison,4418.78013,845483.0871
973,ala,North Oakland,Piedmont Ave Lower,3286.560206,375841.1058
974,ala,North Oakland,Piedmont Ave Upper,4215.069146,799634.7845
975,ala,North Oakland,Broadway W,4071.979257,667594.4314
976,ala,North Oakland,MacArhur BART and Temescal,4316.26661,886308.8562
977,ala,North Oakland,West MacArhur BART,4651.900594,1156544.635
978,ala,West Oakland,Hoover,4108.672976,770822.9753
979,ala,Oakland CBD,Pill Hill and North Gate,4176.515461,841768.5776
980,ala,West Oakland,Grand Ave South: MLK to Market,2640.260072,399721.5388
981,ala,West Oakland,Preservation Park,2382.680817,315317.6095
982,ala,West Oakland,Acorn E,2559.431243,360991.5249
983,ala,West Oakland,Grand Ave South: Market to Adeline,2429.292133,336393.0522
984,ala,West Oakland,Grand Ave South: Adeline to Mandela,3099.000366,427468.6793
985,ala,West Oakland,Acorn W,2540.575774,305814.3592
986,ala,West Oakland,Prescott between Peralta and Mandela,3231.067776,276356.3509
987,ala,West Oakland,Prescott,2328.471098,300857.8879
988,ala,West Oakland,"Outer, Army Base, and Clawson",18799.30095,5809990.02
989,ala,West Oakland,Grand Ave North,3631.957885,633727.7628
990,ala,West Oakland,McClymonds,2962.936175,465612.4522
991,ala,Emeryville,Emeryville,13090.64682,3207319.979
992,ala,North Oakland,Gaskill,2832.30209,425329.6352
993,ala,North Oakland,Golden Gate and Paradise Park,4009.636818,691693.917
994,ala,Berkeley W,Acton and Prince,2660.163824,328812.2813
995,ala,Berkeley S,Woolsey and King,2868.209805,504538.7831
996,ala,North Oakland,Santa Fe,4432.390269,886045.8131
997,ala,North Oakland,Idora Park,2413.55659,298167.9037
998,ala,North Oakland,Rockridge S,5435.255263,1114813.985
999,ala,North Oakland,Rockridge N,3864.154791,591895.0835
1000,ala,North Oakland,Fairview Park,3789.611421,685137.5599
1001,ala,North Oakland,Bushrod,3471.24985,592524.6879
1002,ala,Berkeley S,Ashby BART Station,3716.760557,394523.392
1003,ala,Berkeley S,Alta Bates,2983.185452,331549.7097
1004,ala,Berkeley S,Tunnel Rd,4696.628221,1027490.383
1005,ala,Oakland Hills,Claremont,14521.64307,6832547.33
1006,ala,Berkeley S,Derby,3589.533791,737684.5869
1007,ala,Central Berkeley,Panoramic,2633.914614,344115.5705
1008,ala,Central Berkeley,Southside,2822.525378,407253.5151
1009,ala,Berkeley S,Telegraph and Parker,2830.802647,402895.8023
1010,ala,Berkeley S,Willard,3023.751997,531534.2206
1011,ala,Berkeley S,Shattuck and Adeline,3289.802398,629913.3325
1012,ala,Berkeley S,Ward and McGee,3552.144191,761958.7731
1013,ala,Berkeley W,Acton and Derby,3471.955102,726011.4918
1014,ala,Berkeley W,Waterfront,21241.37335,4742782.361
1015,ala,Berkeley W,South,2876.006532,460974.7781
1016,ala,Berkeley W,Strawberry Creek Park,3502.571158,759417.9795
1017,ala,Central Berkeley,Civic Center,3460.768466,746341.7164
1018,ala,Central Berkeley,Downtown Berkeley,3095.967856,543821.4167
1019,ala,Central Berkeley,University of California,6608.996611,1746148.029
1020,ala,Central Berkeley,Northside,3127.521448,463077.2607
1021,ala,Central Berkeley,Hearst and Shattuck,2795.014921,466121.831
1022,ala,Central Berkeley,Ohlone Park,3023.591756,553730.6647
1023,ala,Berkeley W,N Berkeley BART,3332.009851,663056.92
1024,ala,Berkeley W,North,3198.754897,540570.9568
1025,ala,Berkeley W,Gilman and Hopkins,4042.257714,856306.3342
1026,ala,North Berkeley,Rose and McGee,3052.553788,536254.5437
1027,ala,North Berkeley,Vine and Shattuck,3043.220637,568333.6194
1028,ala,North Berkeley,Hills S,7757.293297,1358132.813
1029,ala,North Berkeley,Hills N,7883.044187,1491909.284
1030,ala,North Berkeley,Cragmont,3768.395601,744987.7684
1031,ala,North Berkeley,Indian Rock,6456.258313,1351945.296
1032,ala,North Berkeley,Northbrae,3078.534128,473203.661
1033,ala,North Berkeley,Solano and Colusa,6019.404082,1105652.238
1034,ala,Albany,Albany SE,3812.825704,788876.1247
1035,ala,Albany,Albany HS,3223.694919,552785.8855
1036,ala,Albany,Albany NW,2950.240327,456526.169
1037,ala,Albany,Albany SW,2678.214241,413963.4448
1038,ala,Albany,University Village and Golden Gate Fields,10198.21925,1373790.972
1039,ala,Albany,Hill and Waterfront,4642.046809,1023764.003
1040,cnc,El Cerrito and Kensington,Central and Carlson,2504.484902,243983.168
1041,cnc,El Cerrito and Kensington,Plaza and BART Station,3400.144696,677876.1703
1042,cnc,El Cerrito and Kensington,El Cerrito HS,4540.193264,619214.7199
1043,cnc,El Cerrito and Kensington,Kensington W,5770.936497,1382204.643
1044,cnc,El Cerrito and Kensington,Kensington E,5832.251369,886379.8707
1045,cnc,El Cerrito and Kensington,El Cerrito Hills North,8298.95066,2457223.917
1046,cnc,El Cerrito and Kensington,El Cerrito Hills South,4625.779169,1017294.9
1047,cnc,El Cerrito and Kensington,Midtown North,3805.049519,803381.6755
1048,cnc,El Cerrito and Kensington,Midtown South,3389.676762,664418.6561
1049,cnc,Richmond,Richmond Annex,6785.216596,1346209.813
1050,cnc,Richmond,Laurel Park,9606.312259,1928102.504
1051,cnc,El Cerrito and Kensington,Del Norte BART Station,7133.345765,1096305.802
1052,cnc,El Cerrito and Kensington,Snowdon Av,3805.646912,638097.7506
1053,cnc,El Cerrito and Kensington,Barrett Av,6314.792721,1582782.138
1054,cnc,East Richmond,E Richmond,5788.786368,995627.8239
1055,cnc,Richmond,Barrett and 37th,5450.175227,1289619.271
1056,cnc,Richmond,Barrett and 28th,4010.710224,991385.3094
1057,cnc,Richmond,Belding Woods,3417.935705,654920.9622
1058,cnc,Richmond,Pullman and Park Plaza,7032.006057,1874677.213
1059,cnc,Richmond,Pt Isabel,20397.91733,5767739.831
1060,cnc,Richmond,"Santa Fe, Coronado, and Cortez",6943.471476,1684150.001
1061,cnc,Richmond,City Center and Atchison Village,6358.197361,1263494.111
1062,cnc,Richmond,W Shoreline,48211.41745,17481065.15
1063,cnc,Richmond,Iron Triangle,5464.042792,1217571.601
1064,cnc,Richmond,Visalia Av,4535.052963,827279.9835
1065,cnc,Richmond,North and East,5499.674008,1560251.597
1066,cnc,East Richmond,San Pablo SE,6945.691936,1641607.06
1067,cnc,Richmond,San Pablo SW,5850.789867,1434454.477
1068,cnc,Richmond,Shields-Reid,13301.3076,5841039.87
1069,cnc,Richmond,Hilltop Pt Pinole,25994.98239,12632280.07
1070,cnc,Richmond,Stanton Av,5167.737273,1003192.735
1071,cnc,Richmond,San Pablo NW,5358.061731,1053818.865
1072,cnc,East Richmond,San Pablo NE,6314.407915,1299583.997
1073,cnc,East Richmond,Rollingwood,6695.882668,1795599.698
1074,cnc,East Richmond,Hilltop Green,8860.31497,4386767.666
1075,cnc,East Richmond,Hasford Heights,6889.002423,1510237.072
1076,cnc,East Richmond,E Richmond Heights,7034.195509,1305750.556
1077,cnc,East Richmond,Wildcat Canyon,23229.27402,15683235.89
1078,cnc,East Richmond,El Sobrante SW,7173.757252,2150332.656
1079,cnc,East Richmond,El Sobrante NE,16470.68097,10167494.83
1080,cnc,Carquinez S,Tara Hills,7717.033517,1983484.029
1081,cnc,Carquinez S,Bayview-Montalvin,8082.264993,1691358.934
1082,cnc,Carquinez S,Pinole,7101.185041,2098363.126
1083,cnc,Carquinez S,Hercules,16222.69688,7039507.944
1084,cnc,Carquinez S,Pinole Ridge,18655.38489,10108329.2
1085,cnc,Carquinez S,Valley Oak Villas,8377.804791,2899583.086
1086,cnc,Carquinez S,Country Run,11650.70538,3224602.306
1087,cnc,Carquinez S,San Pablo Reservoir,76754.49299,112560039.8
1088,cnc,Carquinez S,Crockett Hills,17402.2033,15940361.43
1089,cnc,Carquinez S,Rodeo,17388.17019,6895584.486
1090,cnc,Carquinez S,Crockett,21886.92084,11122541.12
1091,cnc,Carquinez S,Martinez W,20837.44895,12169325.29
1092,cnc,Carquinez S,Downtown Martinez,11283.37772,1518270.025
1093,cnc,Carquinez S,Uptown,7076.236377,1621937.626
1094,cnc,Carquinez S,Mountain View,7843.61215,3083358.74
1095,cnc,Carquinez S,Vine Hill,25130.7025,15500672.8
1096,cnc,Carquinez S,Morello N,16061.32749,8303058.375
1097,cnc,Bayshore Antioch,Port Chicago,36573.9854,40243248.4
1098,cnc,Concord,Concord Naval Weapons,27143.28181,30464792.93
1099,cnc,Concord,Concord Blvd and Ayers,8463.22266,3858057.602
1100,cnc,Eastern Contra Costa,Clayton N,17492.84214,10725642.65
1101,cnc,Eastern Contra Costa,Clayton S,10261.94439,2785726.285
1102,cnc,Danville Alamo,Mt Diablo,47391.26856,64398418.68
1103,cnc,Concord,Clayton SW,16266.34353,9325882.568
1104,cnc,Concord,Larwin Av,6120.457004,1319965.793
1105,cnc,Concord,Plumleigh Ln,3247.717958,413921.5056
1106,cnc,Concord,Newhall Pk,10032.88101,2642950.565
1107,cnc,Concord,Joan Av,4741.048716,1304835.862
1108,cnc,Concord,Concord Blvd and Glazier,7476.292045,2367871.59
1109,cnc,Concord,Concord Blvd and Landana,7985.853156,3068193.126
1110,cnc,Concord,Concord Blvd and 6th,7378.437884,2828692.158
1111,cnc,Concord,Concord NE,8226.751507,2156911.687
1112,cnc,Concord,Concord N,9673.845404,2774681.582
1113,cnc,Concord,Downtown Concord,5207.735239,1105378.216
1114,cnc,Concord,Meadow Homes,4792.100489,663462.3548
1115,cnc,Concord,Ellis Lake,4167.126332,699517.8796
1116,cnc,Concord,Concord BART Station,6124.090998,1772744.534
1117,cnc,Concord,Lime Ridge,8077.550413,2774655.39
1118,cnc,Concord,Shary,7863.911751,3185956.649
1119,cnc,Concord,Mohr,6957.753998,2795311.059
1120,cnc,Concord,Cambridge,6622.718861,1964236.787
1121,cnc,Pleasant Hill,Contra Costa Centre,12808.59536,3570636.244
1122,cnc,Concord,Buchanan Fields,14173.31519,8299461.956
1123,cnc,Carquinez S,Pacheco,7269.873636,2245607.911
1124,cnc,Carquinez S,Morello S,12593.26418,4469271.892
1125,cnc,Carquinez S,S Alhambra Av,13409.75362,5177141.109
1126,cnc,Carquinez S,Hidden,13084.84602,5380711.225
1127,cnc,Pleasant Hill,DVC,10615.01075,4420986.88
1128,cnc,Pleasant Hill,Pleasant Hill,7887.658255,1881585.006
1129,cnc,Pleasant Hill,Oak Park Blvd,8987.759479,2923260.749
1130,cnc,Pleasant Hill,Dinosaur Hill Pk,9282.412488,2363198.404
1131,cnc,Pleasant Hill,Briones,35775.49185,26512604.8
1132,cnc,Lamorinda,Happy Valley,28791.4204,9788060.99
1133,cnc,Walnut Creek,Overlook,11709.93178,6648213.744
1134,cnc,Walnut Creek,Larkey Park,7964.609775,2660267.291
1135,cnc,Walnut Creek,Diablo Hills,7797.622891,2642803.708
1136,cnc,Walnut Creek,Contra Costa Centre SE,7128.021776,1594846.434
1137,cnc,Walnut Creek,Shadelands,7745.926052,3684863.478
1138,cnc,Walnut Creek,Valley Verde,8934.823857,4345759.009
1139,cnc,Walnut Creek,Rancho Paraiso,12743.15609,7436648.228
1140,cnc,Walnut Creek,Encina Grande,6071.805091,1963750.237
1141,cnc,Walnut Creek,San Miguel,13789.28964,6663226.935
1142,cnc,Walnut Creek,Joaquin Ranch,15324.26321,5999222.036
1143,cnc,Walnut Creek,Indian Valley,9433.683997,3326536.893
1144,cnc,Walnut Creek,Walnut Knolls,8813.755455,2616277.458
1145,cnc,Walnut Creek,BART and Downtown,6602.877032,2224980.751
1146,cnc,Walnut Creek,Broadway Plaza and Kaiser,6931.398985,1145805.02
1147,cnc,Walnut Creek,Saranap SE,11745.14894,5568053.22
1148,cnc,Danville Alamo,Rossmoor,13521.52134,8022055.181
1149,cnc,Walnut Creek,Saranap NW,13336.06784,3737834.707
1150,cnc,Lamorinda,Stanley,9353.906955,3612451.503
1151,cnc,Lamorinda,Los Pallos,14357.26556,9103900.919
1152,cnc,Lamorinda,Downtown Lafayette,14663.56052,8967715.622
1153,cnc,Lamorinda,Northwood,10958.83012,5172590.463
1154,cnc,Lamorinda,Orinda N,21680.14317,14481324.99
1155,cnc,Lamorinda,El Toyonal,20150.66971,13738855.08
1156,cnc,Lamorinda,Orinda S,17952.7545,13722375.33
1157,cnc,Lamorinda,Canyon,19023.8446,13774063.67
1158,cnc,Lamorinda,Moraga N,11593.32857,6927751.232
1159,cnc,Lamorinda,Rheem Valley,19082.03031,11753353.93
1160,cnc,Lamorinda,Moraga Valley,23894.31996,23576511.64
1161,cnc,Danville Alamo,Danville W,35103.82045,40638498.63
1162,cnc,Danville Alamo,Alamo,6697.44652,1139323.492
1163,cnc,Walnut Creek,Rudgear,17580.6208,8776058.442
1164,cnc,Danville Alamo,Round Hill,31979.31098,20497653.45
1165,cnc,Danville Alamo,Diablo,28225.12935,16004254.35
1166,cnc,Danville Alamo,Danville E,19839.97413,15852304.65
1167,cnc,Danville Alamo,Crow Canyon,16793.94966,11086734.5
1168,cnc,San Ramon,Business Park,12597.82242,7330665.152
1169,cnc,Danville Alamo,Osage Pk,10416.21767,3694275.014
1170,cnc,San Ramon,Bolllinger Hills,20340.9936,7121774.827
1171,cnc,San Ramon,SW San Ramon,18696.86486,17176266.81
1172,cnc,San Ramon,Golf Club W,6209.163522,2145874.965
1173,cnc,San Ramon,Broadmoor,5344.579976,1779529.52
1174,cnc,San Ramon,Golf Club E,10488.83993,3257983.24
1175,cnc,San Ramon,Gale Ranch,24069.03818,10893761.28
1176,cnc,Danville Alamo,Blackhawk Windemere,93716.0509,298722379.1
1177,cnc,Eastern Contra Costa,Byron Discovery Bay,110807.3786,185517037.3
1178,cnc,Eastern Contra Costa,Brentwood W,33333.85018,39021731.51
1179,cnc,Eastern Contra Costa,Brentwood E,29200.05874,40182519.27
1180,cnc,Eastern Contra Costa,Oakley E,26339.4177,23724116.75
1181,cnc,Eastern Contra Costa,Islands,72352.02655,114635164.1
1182,cnc,Eastern Contra Costa,Oakley NW,34998.53315,9509536.505
1183,cnc,Bayshore Antioch,Wilbur Av E,20270.17456,7537740.542
1184,cnc,Bayshore Antioch,Hillcrest Pk,9356.750973,3970873.184
1185,cnc,Bayshore Antioch,Oakley SW,18359.588,12059777.96
1186,cnc,Bayshore Antioch,Deer Valley and Blue Rock,12548.50777,7302366.383
1187,cnc,Bayshore Antioch,Garrow Dr,9283.854628,3695196.731
1188,cnc,Bayshore Antioch,Antioch E,9934.521691,3530147.471
1189,cnc,Bayshore Antioch,Antioch Downtown,19940.02653,8221452.907
1190,cnc,Bayshore Antioch,Sycamore Dr,3790.091671,703496.9082
1191,cnc,Bayshore Antioch,Antioch HS,6463.098809,1602294.883
1192,cnc,Bayshore Antioch,Gentrytown Pk,4810.679861,1499185.503
1193,cnc,Bayshore Antioch,Delta Fair Center,12913.66097,3076778.441
1194,cnc,Bayshore Antioch,G St and Longview,6191.530736,2121993.719
1195,cnc,Eastern Contra Costa,Contra Loma,52767.49979,103331527.9
1196,cnc,Eastern Contra Costa,Black Diamond Mines,16235.65593,14031487.7
1197,cnc,Bayshore Antioch,County East Mall,5157.450245,1451653.953
1198,cnc,Bayshore Antioch,Los Medianos,5756.744904,2002726.254
1199,cnc,Bayshore Antioch,Buchanan Pk,8065.367974,3584060.645
1200,cnc,Eastern Contra Costa,Keller Canyon,22136.9627,20099850.97
1201,cnc,Bayshore Antioch,Leland and Range,11557.27918,2394216.777
1202,cnc,Bayshore Antioch,Leland and Crestview,4280.246312,820845.3621
1203,cnc,Bayshore Antioch,Pittsburg Civic Center,5973.391691,1621931.749
1204,cnc,Bayshore Antioch,California Av,6404.080629,1416852.404
1205,cnc,Bayshore Antioch,Pittsburg Waterfront,37438.32539,9921472.64
1206,cnc,Bayshore Antioch,Pittsburg Downtown,9297.728292,1985209.204
1207,cnc,Bayshore Antioch,Willow Pass and Range,12192.24695,4869912.167
1208,cnc,Bayshore Antioch,Pittsburg BART,7867.657185,2388341
1209,cnc,Bayshore Antioch,Stake Pt,11914.75125,6038282.292
1210,cnc,Bayshore Antioch,Mc Avoy,13231.53737,5080639.696
1211,sol,Carquinez N,Benicia Gateway,50690.61927,47293906.53
1212,sol,Carquinez N,Benicia S,18867.35571,3085087.911
1213,sol,Carquinez N,Benicia N,7769.106734,1688372.911
1214,sol,Carquinez N,Overlook Pk,7289.61605,2679281.663
1215,sol,Carquinez N,Southampton Rd,8429.137179,2856915.274
1216,sol,Carquinez N,Cambridge Dr,7641.64939,2660397.205
1217,sol,Carquinez N,Lake Herman,20080.83663,10248348.1
1218,sol,Carquinez N,Georgia and Southport,7910.015433,2253382.806
1219,sol,Carquinez N,Skyview Memorial,6537.393792,1875227.675
1220,sol,Carquinez N,Glen Cove,12585.27018,5155362.816
1221,sol,Carquinez N,Beverly Hills Pk,7035.643213,2449227.283
1222,sol,Carquinez N,Seaview and CA Maritime Academy,7635.74032,1523593.667
1223,sol,Carquinez N,South Vallejo,9331.374874,2262665.733
1224,sol,Carquinez N,Downtown,3850.087393,815099.3768
1225,sol,Carquinez N,Old City,3345.277469,726889.2955
1226,sol,Carquinez N,Wilson Pk,4415.082709,1057284.215
1227,sol,Carquinez N,Benicia Rd and Annette,5203.209255,1138453.162
1228,sol,Carquinez N,Carquinez Cemetary,5715.035539,1318079.575
1229,sol,Carquinez N,Oakwood E,5009.519563,1342191.32
1230,sol,Carquinez N,Oakwood N,8354.443513,3381197.815
1231,sol,Carquinez N,Oakwood W,4223.803827,1111149.975
1232,sol,Carquinez N,Tolumne and Solano,4363.058112,1181794.478
1233,sol,Carquinez N,Tuolumne St and Nebraska,4792.379936,1218503.414
1234,sol,Carquinez N,Sutter St,5186.720967,1367217.852
1235,sol,Carquinez N,St Vicent's Hill,5144.483169,860581.8015
1236,sol,Carquinez N,River Pk,7640.395114,1590905.662
1237,sol,Carquinez N,Terrace Pk,3537.75554,581258.4138
1238,sol,Carquinez N,Mare Island,48673.41588,38903642.56
1239,sol,Carquinez N,North Vallejo W,7734.193761,1683794.262
1240,sol,Carquinez N,North Vallejo E,11536.18233,3408593.685
1241,sol,Carquinez N,Flosden Acres,6929.501872,2331314.584
1242,sol,Carquinez N,Kaiser,8941.015957,2233170.26
1243,sol,Carquinez N,Discovery Kingdom,8988.175553,3315968.245
1244,sol,Carquinez N,Chabot Terrace,6063.217776,2042792.166
1245,sol,Carquinez N,Borges,6576.224868,2580138.822
1246,sol,Carquinez N,Gateway Plaza,23239.54008,22039602.46
1247,sol,Fairfield,Cordelia W,53512.40988,54945724.79
1248,sol,Fairfield,Green Valley,52700.55737,92943231.79
1249,sol,Fairfield,Cordelia E,43860.04199,47600137.58
1250,sol,Fairfield,Southwestern City,19284.67543,15359364.68
1251,sol,Southeastern Solano County,Suisun City,181173.6463,231081740.4
1252,sol,Southeastern Solano County,Travis AFB,26552.06155,19708091.21
1253,sol,Fairfield,Fairfield E,9733.486365,4221377.637
1254,sol,Fairfield,Pintail E,5681.735909,1718158.52
1255,sol,Fairfield,Pintail W,5093.333338,1311908.963
1256,sol,Fairfield,Country Club Estates,8545.597193,3775292.995
1257,sol,Fairfield,Tabor Park,6700.496716,1938432.668
1258,sol,Fairfield,Dover Park,4616.423613,917453.2872
1259,sol,Fairfield,Tabor and Kidder,4858.812329,1308670.044
1260,sol,Fairfield,North Texas St E,5233.280801,793286.8708
1261,sol,Fairfield,Heritage Park,5699.808238,1345759.197
1262,sol,Fairfield,Station NW,3894.015845,892339.8368
1263,sol,Fairfield,North Texas St W,4742.929355,1138106.64
1264,sol,Fairfield,Cemetary,5253.168675,1578246.407
1265,sol,Fairfield,Solano Mall and Northbay Medical Center,6046.657718,1638389.431
1266,sol,Fairfield,Linear ParK,5070.001354,1424747.801
1267,sol,Fairfield,Mankas Pk,6437.376059,1817493.982
1268,sol,Fairfield,Rancho Solano,27148.32619,35027702.93
1269,sol,Fairfield,Paradise Valley,16508.47008,9068266.635
